epoch,auxiliary_classifier_acc,auxiliary_classifier_loss,loss,main_classifier_acc,main_classifier_loss,val_auxiliary_classifier_acc,val_auxiliary_classifier_loss,val_loss,val_main_classifier_acc,val_main_classifier_loss
22,0.2670454680919647,2.993849515914917,5.093990802764893,0.21250000596046448,3.896451473236084,0.26363635063171387,3.057668685913086,4.80925178527832,0.2454545497894287,3.586183786392212
23,0.26818183064460754,2.9900193214416504,5.0714192390441895,0.22499999403953552,3.8754117488861084,0.26363635063171387,3.046814203262329,4.767559051513672,0.25,3.5488333702087402
24,0.27386364340782166,2.982950448989868,5.019988059997559,0.229545459151268,3.826807737350464,0.26363635063171387,3.041121006011963,4.7528462409973145,0.25,3.536397933959961
25,0.2761363685131073,2.9848179817199707,5.041888236999512,0.19659091532230377,3.84796142578125,0.2590909004211426,3.043302059173584,4.745555877685547,0.25,3.5282349586486816
26,0.2806818187236786,3.003344774246216,5.063060283660889,0.19431817531585693,3.861722469329834,0.26363635063171387,3.044760227203369,4.764194488525391,0.2454545497894287,3.546290397644043
27,0.2818181812763214,2.977297782897949,5.052791118621826,0.21704545617103577,3.861872434616089,0.27272728085517883,3.0505692958831787,4.789837837219238,0.25,3.5696094036102295
28,0.29431816935539246,2.9889090061187744,5.219951629638672,0.22045454382896423,4.024388313293457,0.26818183064460754,3.0550692081451416,4.793004035949707,0.2454545497894287,3.570976734161377
29,0.2761363685131073,2.9847943782806396,5.217479705810547,0.22159090638160706,4.023561954498291,0.26818183064460754,3.0499322414398193,4.753723621368408,0.25,3.5337507724761963
30,0.2761363685131073,2.962705135345459,5.080660820007324,0.207954540848732,3.895578622817993,0.26818183064460754,3.0505154132843018,4.75762939453125,0.25,3.5374231338500977
31,0.2704545557498932,2.9885365962982178,5.075984477996826,0.23068182170391083,3.8805699348449707,0.27272728085517883,3.0561537742614746,4.758965492248535,0.2454545497894287,3.536504030227661
32,0.2670454680919647,2.9971935749053955,5.1264777183532715,0.23295454680919647,3.9275999069213867,0.26363635063171387,3.054658889770508,4.767243385314941,0.2454545497894287,3.545379638671875
33,0.27954545617103577,2.9770615100860596,5.187000751495361,0.20681817829608917,3.996175765991211,0.26818183064460754,3.0563621520996094,4.774005889892578,0.2454545497894287,3.5514609813690186
34,0.2818181812763214,2.9889049530029297,5.034261703491211,0.21022726595401764,3.8386993408203125,0.26818183064460754,3.0596349239349365,4.778814792633057,0.2454545497894287,3.5549607276916504
35,0.2818181812763214,2.972015619277954,5.0060014724731445,0.21250000596046448,3.817194938659668,0.26363635063171387,3.0556018352508545,4.756648540496826,0.25,3.5344078540802
36,0.26363635063171387,2.9992246627807617,5.087669849395752,0.2034090906381607,3.887979745864868,0.26818183064460754,3.0503761768341064,4.757771968841553,0.25,3.537621259689331
37,0.27840909361839294,2.983855724334717,5.123217582702637,0.21136364340782166,3.9296751022338867,0.27272728085517883,3.0571765899658203,4.780998706817627,0.25,3.5581276416778564
38,0.2647727131843567,3.006744384765625,5.075453281402588,0.2136363685131073,3.872755289077759,0.26818183064460754,3.0578219890594482,4.7868428230285645,0.25,3.563714027404785
39,0.27840909361839294,2.997673511505127,5.176741600036621,0.2238636314868927,3.9776716232299805,0.26818183064460754,3.0529823303222656,4.779604434967041,0.2454545497894287,3.5584113597869873
40,0.27386364340782166,2.982922077178955,5.086518287658691,0.20227272808551788,3.8933494091033936,0.26818183064460754,3.048100709915161,4.754701137542725,0.25,3.535461187362671
41,0.2772727310657501,2.9885900020599365,5.196595191955566,0.1977272778749466,4.001159191131592,0.26818183064460754,3.0569863319396973,4.781393527984619,0.24090908467769623,3.5585992336273193
42,0.28977271914482117,2.9898929595947266,5.119297027587891,0.2193181812763214,3.923340082168579,0.26818183064460754,3.0602550506591797,4.79116153717041,0.25,3.5670602321624756
43,0.2704545557498932,2.9744584560394287,5.208480358123779,0.21250000596046448,4.018697738647461,0.2772727310657501,3.0542213916778564,4.76197624206543,0.2454545497894287,3.5402870178222656
44,0.2818181812763214,2.9716193675994873,5.087263584136963,0.22613635659217834,3.8986144065856934,0.2818181812763214,3.0525870323181152,4.763258457183838,0.25,3.5422234535217285
45,0.2750000059604645,2.987800121307373,5.189853668212891,0.21590909361839294,3.9947338104248047,0.2772727310657501,3.0480213165283203,4.747175216674805,0.25,3.5279664993286133
46,0.27840909361839294,2.974942684173584,5.051503658294678,0.2193181812763214,3.861525774002075,0.26363635063171387,3.0562942028045654,4.761964321136475,0.2454545497894287,3.539447069168091
47,0.3022727370262146,2.9705426692962646,5.052351951599121,0.25227272510528564,3.8641350269317627,0.27272728085517883,3.049858570098877,4.74753475189209,0.25,3.5275909900665283
48,0.27840909361839294,2.9689829349517822,5.099233627319336,0.20113636553287506,3.9116411209106445,0.26818183064460754,3.048093795776367,4.734493255615234,0.25,3.5152554512023926
49,0.2874999940395355,2.963409662246704,4.9921441078186035,0.2193181812763214,3.806781530380249,0.27272728085517883,3.0467982292175293,4.732676029205322,0.25,3.5139565467834473
50,0.2806818187236786,2.974492073059082,5.055093288421631,0.21704545617103577,3.8652970790863037,0.27272728085517883,3.044013500213623,4.728081703186035,0.25,3.5104761123657227
51,0.2863636314868927,2.9936585426330566,5.167452335357666,0.20454545319080353,3.969989538192749,0.26363635063171387,3.045917510986328,4.740151882171631,0.25,3.521784543991089
52,0.290909081697464,2.9688379764556885,5.1091084480285645,0.2397727221250534,3.9215734004974365,0.27272728085517883,3.050088405609131,4.752023220062256,0.25,3.5319876670837402
53,0.2852272689342499,2.9692294597625732,5.090649604797363,0.2193181812763214,3.9029579162597656,0.26818183064460754,3.0515613555908203,4.743548393249512,0.25,3.5229239463806152
54,0.2772727310657501,2.9817748069763184,5.086176872253418,0.21136364340782166,3.893465995788574,0.2772727310657501,3.0533957481384277,4.737775802612305,0.25,3.5164177417755127
55,0.2920454442501068,2.9647533893585205,5.138681411743164,0.21704545617103577,3.9527804851531982,0.27272728085517883,3.055034875869751,4.7320356369018555,0.25,3.510021686553955
56,0.28295454382896423,2.9792425632476807,5.060169696807861,0.21136364340782166,3.8684732913970947,0.27272728085517883,3.0579848289489746,4.748480796813965,0.2454545497894287,3.52528715133667
57,0.290909081697464,2.970327138900757,5.153975963592529,0.20909090340137482,3.9658453464508057,0.2772727310657501,3.058845043182373,4.737081527709961,0.25,3.5135436058044434
58,0.271590918302536,2.977389335632324,5.069517612457275,0.22272726893424988,3.8785617351531982,0.27272728085517883,3.0562589168548584,4.737519264221191,0.2454545497894287,3.515015125274658
59,0.27840909361839294,2.9867403507232666,5.041989326477051,0.2181818187236786,3.8472936153411865,0.27272728085517883,3.0578956604003906,4.749934196472168,0.2454545497894287,3.52677583694458
60,0.2602272629737854,2.9955034255981445,5.117442607879639,0.229545459151268,3.919241428375244,0.27272728085517883,3.058151960372925,4.750926971435547,0.2454545497894287,3.5276663303375244
61,0.28863635659217834,2.9726595878601074,5.143381595611572,0.2397727221250534,3.954317569732666,0.27272728085517883,3.055669069290161,4.753809928894043,0.2454545497894287,3.5315420627593994
62,0.28295454382896423,2.97707462310791,5.16888427734375,0.2238636314868927,3.9780542850494385,0.27272728085517883,3.057697296142578,4.762417793273926,0.2454545497894287,3.539339303970337
63,0.28295454382896423,2.9703524112701416,5.1358842849731445,0.22159090638160706,3.947742462158203,0.2772727310657501,3.056166172027588,4.744204044342041,0.2454545497894287,3.5217368602752686
64,0.2977272868156433,2.966891288757324,5.104065895080566,0.20681817829608917,3.917309284210205,0.27272728085517883,3.052234172821045,4.728037357330322,0.25,3.507143974304199
65,0.29431816935539246,2.977794647216797,5.1894049644470215,0.2136363685131073,3.9982869625091553,0.26818183064460754,3.053112268447876,4.745258331298828,0.25,3.5240132808685303
66,0.27386364340782166,2.9502665996551514,5.081849098205566,0.22159090638160706,3.9017422199249268,0.2772727310657501,3.0477023124694824,4.7247796058654785,0.25,3.5056986808776855
67,0.27386364340782166,2.97145938873291,5.117791175842285,0.22159090638160706,3.9292073249816895,0.26818183064460754,3.049715280532837,4.732217788696289,0.25,3.512331247329712
68,0.290909081697464,2.9828054904937744,5.150454998016357,0.20000000298023224,3.9573330879211426,0.26818183064460754,3.0487842559814453,4.7301130294799805,0.25,3.510599136352539
69,0.27954545617103577,2.9906535148620605,5.074799060821533,0.2238636314868927,3.8785367012023926,0.27272728085517883,3.0504190921783447,4.744670391082764,0.2454545497894287,3.5245025157928467
70,0.26931819319725037,2.9797770977020264,5.1818156242370605,0.20000000298023224,3.9899039268493652,0.27272728085517883,3.0508522987365723,4.744030952453613,0.2454545497894287,3.5236904621124268
71,0.3034090995788574,2.9622108936309814,5.014759063720703,0.23636363446712494,3.8298730850219727,0.26818183064460754,3.0475690364837646,4.722984313964844,0.25,3.5039567947387695
72,0.29318180680274963,2.966085910797119,5.034595489501953,0.2454545497894287,3.8481619358062744,0.26818183064460754,3.047356128692627,4.716450214385986,0.25,3.4975078105926514
73,0.30000001192092896,2.9792261123657227,5.105241298675537,0.21250000596046448,3.913550615310669,0.26818183064460754,3.0490806102752686,4.716878414154053,0.25,3.4972455501556396
74,0.2977272868156433,2.9560744762420654,5.164482593536377,0.23863635957241058,3.9820520877838135,0.26363635063171387,3.0509049892425537,4.719009876251221,0.25,3.498647689819336
75,0.2863636314868927,2.9896345138549805,5.195499420166016,0.23181818425655365,3.9996461868286133,0.26818183064460754,3.0512750148773193,4.720722198486328,0.25,3.5002119541168213
76,0.2806818187236786,2.9741945266723633,5.168910980224609,0.22159090638160706,3.9792327880859375,0.26818183064460754,3.0527753829956055,4.723701477050781,0.25,3.502591133117676
77,0.28409090638160706,2.9767231941223145,5.195329189300537,0.21477273106575012,4.004639625549316,0.26363635063171387,3.0544826984405518,4.726531505584717,0.25,3.5047383308410645
78,0.28863635659217834,2.975670576095581,5.11883544921875,0.2238636314868927,3.9285671710968018,0.26363635063171387,3.053962230682373,4.728484630584717,0.25,3.506899356842041
79,0.27840909361839294,2.9927995204925537,5.175408840179443,0.2034090906381607,3.9782886505126953,0.26363635063171387,3.055466413497925,4.73785400390625,0.25,3.51566743850708
80,0.290909081697464,2.9463584423065186,5.050201892852783,0.2136363685131073,3.87165904045105,0.2590909004211426,3.05574107170105,4.732411861419678,0.25,3.510115385055542
81,0.28295454382896423,2.9746901988983154,5.219089031219482,0.20227272808551788,4.0292134284973145,0.26363635063171387,3.055638313293457,4.723196506500244,0.25,3.5009405612945557
82,0.2772727310657501,2.9811978340148926,5.118166923522949,0.2238636314868927,3.925686836242676,0.2590909004211426,3.055732011795044,4.726357936859131,0.25,3.5040650367736816
83,0.28863635659217834,2.985502004623413,5.340676784515381,0.20681817829608917,4.146474838256836,0.26363635063171387,3.0595011711120605,4.751842021942139,0.25,3.528040885925293
84,0.3079545497894287,2.9636499881744385,5.2034173011779785,0.21136364340782166,4.0179572105407715,0.26818183064460754,3.060598134994507,4.752099990844727,0.25,3.527860641479492
85,0.2874999940395355,2.9756481647491455,5.135939598083496,0.24886363744735718,3.945681095123291,0.26818183064460754,3.0594260692596436,4.745330810546875,0.25,3.5215604305267334
86,0.29431816935539246,2.973393201828003,5.215802192687988,0.23636363446712494,4.026444911956787,0.26363635063171387,3.0611395835876465,4.746140480041504,0.25,3.5216846466064453
87,0.2772727310657501,2.971605062484741,5.026333808898926,0.21136364340782166,3.837690830230713,0.26363635063171387,3.071667432785034,4.777724742889404,0.25,3.5490574836730957
88,0.27272728085517883,2.9702141284942627,5.0865983963012695,0.23068182170391083,3.898512601852417,0.26363635063171387,3.0644185543060303,4.755241394042969,0.2590909004211426,3.5294744968414307
89,0.29431816935539246,2.9600629806518555,5.1692728996276855,0.21477273106575012,3.9852466583251953,0.2545454502105713,3.05949330329895,4.739704132080078,0.25,3.515906572341919
90,0.28863635659217834,2.9773802757263184,5.087550640106201,0.23749999701976776,3.8965978622436523,0.2590909004211426,3.0619707107543945,4.750031471252441,0.25,3.5252437591552734
91,0.271590918302536,2.977254629135132,5.201289176940918,0.207954540848732,4.010387897491455,0.2545454502105713,3.061162233352661,4.743678092956543,0.2545454502105713,3.5192129611968994
92,0.2818181812763214,2.9794111251831055,5.037143230438232,0.2136363685131073,3.845379114151001,0.26363635063171387,3.0632786750793457,4.751561164855957,0.25,3.526250123977661
93,0.27954545617103577,2.9699044227600098,5.092583656311035,0.23181818425655365,3.9046218395233154,0.2590909004211426,3.0644402503967285,4.757706642150879,0.25,3.5319302082061768
94,0.2852272689342499,2.9777886867523193,5.031082630157471,0.23863635957241058,3.8399672508239746,0.26818183064460754,3.065796136856079,4.761037826538086,0.25,3.534719228744507
95,0.27954545617103577,2.974555492401123,5.148036003112793,0.22159090638160706,3.9582128524780273,0.26363635063171387,3.058713674545288,4.737086296081543,0.25,3.5136001110076904
96,0.290909081697464,2.981333017349243,5.138378143310547,0.2340909093618393,3.945845127105713,0.26363635063171387,3.05679988861084,4.732134819030762,0.25,3.5094153881073
97,0.2863636314868927,2.974287271499634,5.104393005371094,0.2136363685131073,3.9146780967712402,0.26363635063171387,3.0581932067871094,4.734808921813965,0.2454545497894287,3.5115318298339844
98,0.290909081697464,2.959439277648926,5.103719711303711,0.21022726595401764,3.9199442863464355,0.26363635063171387,3.0576870441436768,4.732261657714844,0.25,3.5091865062713623
99,0.2818181812763214,2.962693929672241,5.099971771240234,0.23863635957241058,3.914893627166748,0.2545454502105713,3.0583152770996094,4.732780456542969,0.25,3.5094547271728516
